Facebook,2005,12700000.0,USD,a,Accel Partners
Prosper,2005,7500000.0,USD,a,Accel Partners
Prosper,2006,12500000.0,USD,b,Accel Partners
Netvibes,2006,15000000.0,USD,a,Accel Partners
Glam Media,2005,10000000.0,USD,b,Accel Partners
Spreadshirt,2006,,,a,Accel Partners
Brightcove,2005,5500000.0,USD,a,Accel Partners
Brightcove,2007,59500000.0,USD,c,Accel Partners
Metacafe,2006,15000000.0,USD,b,Accel Partners
BitTorrent,2006,25000000.0,USD,b,Accel Partners
Metacafe,2007,30000000.0,USD,c,Accel Partners
Global Grind,2007,4500000.0,USD,b,Accel Partners
Trulia,2005,5700000.0,USD,b,Accel Partners
MyHeritage,2006,3000000.0,USD,b,Accel Partners
MyHeritage,2007,4000000.0,USD,c,Accel Partners
AdMob,2007,15000000.0,USD,b,Accel Partners
mig33,2007,10000000.0,USD,a,Accel Partners
RAMP Holdings,2007,10000000.0,USD,b,Accel Partners
Tumri,2007,10000000.0,USD,b,Accel Partners
OnForce,2007,6750000.0,USD,a,Accel Partners
Zimbra,2006,14500000.0,USD,c,Accel Partners
RayV,2007,8000000.0,USD,b,Accel Partners
YuMe,2007,9000000.0,USD,b,Accel Partners
YuMe,2007,7000000.0,USD,a,Accel Partners
Mochi Media,2008,4000000.0,USD,a,Accel Partners
Trulia,2007,10000000.0,USD,c,Accel Partners
Comeks,2007,1000000.0,USD,seed,Accel Partners
Wetpaint,2007,9500000.0,USD,b,Accel Partners
On Networks,2007,12000000.0,USD,b,Accel Partners
Dapper,2007,3000000.0,USD,a,Accel Partners
Kosmix,2007,10000000.0,USD,c,Accel Partners
KAYAK,2006,11500000.0,USD,c,Accel Partners
KAYAK,2007,196000000.0,USD,d,Accel Partners
United Mobile,2008,315000000.0,USD,b,Accel Partners
OpenX,2008,15500000.0,USD,b,Accel Partners
Amobee,2006,5000000.0,USD,a,Accel Partners
mig33,2008,13500000.0,USD,b,Accel Partners
Etsy,2008,27000000.0,USD,d,Accel Partners
comScore,2002,20000000.0,USD,d,Accel Partners
comScore,2001,15000000.0,USD,c,Accel Partners
Genius.com,2008,19000000.0,USD,c,Accel Partners
Glam Media,2006,18500000.0,USD,c,Accel Partners
Glam Media,2008,65000000.0,USD,d,Accel Partners
Xoopit,2008,5000000.0,USD,a,Accel Partners
WeeWorld,2006,15500000.0,USD,b,Accel Partners
Mind Candy,2008,10000000.0,USD,unattributed,Accel Partners
Parature,2008,16000000.0,USD,b,Accel Partners
myThings,2006,8000000.0,USD,a,Accel Partners
Wetpaint,2008,25000000.0,USD,c,Accel Partners
Knewton,2008,2500000.0,USD,a,Accel Partners
Sylantro,2000,55000000.0,USD,c,Accel Partners
Yodlee,2008,35000000.0,USD,unattributed,Accel Partners
Imperva,2008,20000000.0,USD,d,Accel Partners
ForeScout Technologies,2001,12000000.0,USD,b,Accel Partners
ForeScout Technologies,2007,4380000.0,USD,e,Accel Partners
Mochi Media,2008,10000000.0,USD,b,Accel Partners
Hyperic,2006,3800000.0,USD,a,Accel Partners
Solarflare Communications,2008,26000000.0,USD,unattributed,Accel Partners
Playfish,2008,1000000.0,USD,seed,Accel Partners
Trulia,2008,15000000.0,USD,d,Accel Partners
TRUSTe,2008,10000000.0,USD,a,Accel Partners
Coremetrics,2006,31000000.0,USD,d,Accel Partners
SpringSource,2008,15000000.0,USD,b,Accel Partners
Amobee,2008,22000000.0,USD,c,Accel Partners
Raptr,2008,9000000.0,USD,a,Accel Partners
MyHeritage,2008,15000000.0,USD,d,Accel Partners
AdRoll,2008,4000000.0,USD,a,Accel Partners
BitTorrent,2008,7000000.0,USD,c,Accel Partners
Kosmix,2006,18000000.0,USD,b,Accel Partners
AdMob,2008,15700000.0,USD,c,Accel Partners
Vox Media,2008,,,unattributed,Accel Partners
Playfish,2008,17000000.0,USD,b,Accel Partners
WiChorus,2008,18000000.0,USD,c,Accel Partners
Kosmix,2008,20000000.0,USD,d,Accel Partners
Altor Networks,2008,6000000.0,USD,a,Accel Partners
RGB Networks,2008,20000000.0,USD,d,Accel Partners
Sonim Technologies,2006,8000000.0,USD,unattributed,Accel Partners
Kickfire,2008,20000000.0,USD,b,Accel Partners
Transera Communications,2007,10000000.0,USD,unattributed,Accel Partners
Mu Dynamics,2008,10000000.0,USD,c,Accel Partners
Double Fusion,2006,26000000.0,USD,c,Accel Partners
Terracotta,2008,10000000.0,USD,unattributed,Accel Partners
Car Advisory Network,2008,6500000.0,USD,a,Accel Partners
Vox Media,2009,5000000.0,USD,unattributed,Accel Partners
Arcot Systems,2008,23000000.0,USD,b,Accel Partners
Gigle Networks,2007,20000000.0,USD,b,Accel Partners
Hyperic,2007,6100000.0,USD,b,Accel Partners
Xelerated,2007,23000000.0,USD,d,Accel Partners
Medio,2006,30000000.0,USD,b,Accel Partners
Cambridge Broadband Networks,2009,7500000.0,USD,unattributed,Accel Partners
Ludic Labs,2009,5000000.0,USD,unattributed,Accel Partners
HealthcareMagic,2009,2500000.0,USD,a,Accel Partners
Spreadshirt,2009,12740000.0,USD,b,Accel Partners
Transera Communications,2009,17000000.0,USD,d,Accel Partners
Cloudera,2009,5000000.0,USD,a,Accel Partners
Tumri,2005,6000000.0,USD,a,Accel Partners
Responsys,2000,22500000.0,USD,unattributed,Accel Partners
Responsys,2001,20000000.0,USD,unattributed,Accel Partners
Responsys,2003,9400000.0,USD,unattributed,Accel Partners
Knewton,2009,6000000.0,USD,b,Accel Partners
Collective Media,2009,20000000.0,USD,b,Accel Partners
StumbleUpon,2009,,,a,Accel Partners
RGB Networks,2006,20000000.0,USD,c,Accel Partners
RAMP Holdings,2009,8250000.0,USD,c,Accel Partners
OpenX,2009,10000000.0,USD,c,Accel Partners
Autoquake,2008,11890000.0,USD,b,Accel Partners
Seatwave,2009,17000000.0,USD,d,Accel Partners
Cloudera,2009,6000000.0,USD,b,Accel Partners
"GetJar, Inc.",2007,6000000.0,USD,a,Accel Partners
Icera,2008,60000000.0,USD,unattributed,Accel Partners
Wonga,2009,22250000.0,USD,b,Accel Partners
Tumri,2009,10000000.0,USD,unattributed,Accel Partners
Pontis,2009,19650000.0,USD,b,Accel Partners
Varonis Systems,2009,15000000.0,USD,unattributed,Accel Partners
Jasper Design Automation,2009,7000000.0,USD,d,Accel Partners
StreamBase Systems,2009,6000000.0,USD,d,Accel Partners
High Gear Media,2007,6500000.0,USD,a,Accel Partners
High Gear Media,2009,5500000.0,USD,b,Accel Partners
Aptana,2009,7800000.0,USD,unattributed,Accel Partners
Vox Media,2009,8000000.0,USD,b,Accel Partners
Xelerated,2008,13000000.0,USD,e,Accel Partners
Telepo,2008,6200000.0,USD,unattributed,Accel Partners
Chakpak Media,2008,5000000.0,USD,unattributed,Accel Partners
Sunrun,2009,18000000.0,USD,b,Accel Partners
Ubiquisys,2007,25000000.0,USD,b,Accel Partners
Verivue,2009,20000000.0,USD,c,Accel Partners
Verivue,2008,40000000.0,USD,b,Accel Partners
Mu Dynamics,2005,4000000.0,USD,a,Accel Partners
Mu Dynamics,2006,10000000.0,USD,b,Accel Partners
XConnect Global Networks,2009,10000000.0,USD,b,Accel Partners
YuMe,2009,5000000.0,USD,c,Accel Partners
NextG Networks,2009,360100000.0,USD,unattributed,Accel Partners
Causata,2009,4500000.0,USD,a,Accel Partners
Discretix,2007,20000000.0,USD,c,Accel Partners
Raytheon BBN Technologies,2004,,,unattributed,Accel Partners
Dropbox,2008,6000000.0,USD,a,Accel Partners
Genius.com,2009,6499999.0,USD,d,Accel Partners
Seeking Alpha,2009,7000000.0,USD,b,Accel Partners
Seeking Alpha,2006,,,a,Accel Partners
Groupon,2009,30000000.0,USD,b,Accel Partners
Alfresco,2008,9000000.0,USD,c,Accel Partners
KupiVIP,2011,55000000.0,USD,c,Accel Partners
Azul Systems,2007,40000000.0,USD,unattributed,Accel Partners
Icera,2007,40000000.0,USD,d,Accel Partners
Tiny Speck,2009,1500000.0,USD,seed,Accel Partners
YuMe,2010,25000000.0,USD,unattributed,Accel Partners
StreamBase Systems,2007,15000000.0,USD,c,Accel Partners
WiChorus,2007,15000000.0,USD,unattributed,Accel Partners
Pontis,2007,15000000.0,USD,b,Accel Partners
Zlango,2007,22000000.0,USD,unattributed,Accel Partners
Centrify,2007,15000000.0,USD,c,Accel Partners
XConnect Global Networks,2007,12000000.0,USD,unattributed,Accel Partners
Diligent Technologies,2007,10500000.0,USD,d,Accel Partners
Cape Clear Software,2007,4950000.0,USD,unattributed,Accel Partners
watAgame,2007,4000000.0,USD,unattributed,Accel Partners
Autoquake.com,2010,6000000.0,GBP,unattributed,Accel Partners
Altor Networks,2010,10000000.0,USD,b,Accel Partners
Arcot Systems,2007,8000000.0,USD,unattributed,Accel Partners
Autoquake,2010,6000000.0,GBP,unattributed,Accel Partners
Correlsense,2010,8000000.0,USD,b,Accel Partners
Oak Pacific Interactive,2006,48000000.0,USD,unattributed,Accel Partners
Cape Clear Software,2006,15000000.0,USD,d,Accel Partners
Reactivity,2006,8550000.0,USD,unattributed,Accel Partners
Alfresco,2006,8000000.0,USD,b,Accel Partners
LearnVest,2010,4430000.0,USD,a,Accel Partners
Tiny Speck,2010,5000000.0,USD,a,Accel Partners
Brightcove,2010,12000000.0,USD,d,Accel Partners
AdECN,2006,3100000.0,USD,a,Accel Partners
Imperva,2006,17000000.0,USD,c,Accel Partners
XenSource,2006,15000000.0,USD,c,Accel Partners
Terracotta,2006,13500000.0,USD,b,Accel Partners
Njini,2006,13000000.0,USD,c,Accel Partners
Rapt,2006,11230000.0,USD,d,Accel Partners
Varonis Systems,2006,10140000.0,USD,b,Accel Partners
Transera Communications,2006,10000000.0,USD,c,Accel Partners
Carrier IQ,2006,10000000.0,USD,a,Accel Partners
WiChorus,2006,8500000.0,USD,b,Accel Partners
Knewton,2010,12500000.0,USD,c,Accel Partners
Yodlee,2006,6000000.0,USD,unattributed,Accel Partners
Telepo,2006,5090000.0,USD,a,Accel Partners
Mobile Cohesion,2006,4800000.0,USD,b,Accel Partners
Mendocino Software,2007,1700000.0,USD,unattributed,Accel Partners
Fusion-io,2010,45000000.0,USD,c,Accel Partners
Groupon,2010,135000000.0,USD,c,Accel Partners
Artimi,2007,31500000.0,USD,b,Accel Partners
Trapeze Networks,2006,30000000.0,USD,d,Accel Partners
ConSentry Networks,2006,20000000.0,USD,d,Accel Partners
Acopia Networks,2006,20000000.0,USD,unattributed,Accel Partners
Booyah,2010,20000000.0,USD,c,Accel Partners
Ubiquisys,2006,12000000.0,USD,a,Accel Partners
Couchbase,2010,10000000.0,USD,b,Accel Partners
Gigle Networks,2006,11000000.0,USD,a,Accel Partners
Resolute Networks,2006,10000000.0,USD,unattributed,Accel Partners
Cambridge Broadband Networks,2006,9000000.0,USD,d,Accel Partners
Quidsi,2008,12500000.0,USD,c,Accel Partners
Quidsi,2009,30000000.0,USD,e,Accel Partners
Quidsi,2010,20000000.0,USD,debt_round,Accel Partners
Metacafe,2010,5000000.0,USD,debt_round,Accel Partners
TRUSTe,2010,12000000.0,USD,b,Accel Partners
Webroot,2005,108000000.0,USD,a,Accel Partners
Centrify,2005,14000000.0,USD,b,Accel Partners
Mendocino Software,2005,18000000.0,USD,b,Accel Partners
Arcot Systems,2005,11000000.0,USD,a,Accel Partners
Sunrun,2010,55000000.0,USD,c,Accel Partners
ModCloth,2010,19800000.0,USD,b,Accel Partners
Ingenuity Systems,2010,15400000.0,USD,unattributed,Accel Partners
Volantis Systems,2005,7500000.0,USD,unattributed,Accel Partners
Icera,2010,45000000.0,USD,unattributed,Accel Partners
Atlassian,2010,60000000.0,USD,a,Accel Partners
Squarespace,2010,38500000.0,USD,a,Accel Partners
Entrisphere,2005,75000000.0,USD,c,Accel Partners
Trapeze Networks,2005,17500000.0,USD,c,Accel Partners
ConSentry Networks,2005,17000000.0,USD,c,Accel Partners
ForeScout Technologies,2005,10000000.0,USD,d,Accel Partners
RGB Networks,2005,12000000.0,USD,b,Accel Partners
Resolute Networks,2005,5000000.0,USD,unattributed,Accel Partners
Nimbula,2010,15000000.0,USD,b,Accel Partners
Telepo,2010,12700000.0,USD,b,Accel Partners
Etsy,2010,20000000.0,USD,e,Accel Partners
Azul Systems,2005,42230000.0,USD,unattributed,Accel Partners
Ubidyne,2005,15500000.0,USD,a,Accel Partners
Double Fusion,2005,10000000.0,USD,b,Accel Partners
Showroomprive,2010,37000000.0,EUR,unattributed,Accel Partners
Sonatype,2010,11600000.0,USD,b,Accel Partners
BranchOut,2010,6000000.0,USD,a,Accel Partners
Ubiquisys,2010,9000000.0,USD,unattributed,Accel Partners
Ubiquisys,2010,5000000.0,USD,unattributed,Accel Partners
Level 5 Networks,2005,30000000.0,USD,b,Accel Partners
Xelerated,2005,17000000.0,USD,c,Accel Partners
XenSource,2005,17000000.0,USD,b,Accel Partners
Outsmart,2005,17000000.0,USD,unattributed,Accel Partners
Klee Data System,2005,13330000.0,USD,b,Accel Partners
OpenGamma,2009,2150000.0,USD,a,Accel Partners
StreamBase Systems,2005,11000000.0,USD,b,Accel Partners
Transera Communications,2005,10000000.0,USD,b,Accel Partners
Aceva Technologies,2005,5280000.0,USD,d,Accel Partners
Ceon,2005,5040000.0,USD,unattributed,Accel Partners
Njini,2005,5000000.0,USD,b,Accel Partners
3LM,2010,1500000.0,USD,seed,Accel Partners
Cloudera,2010,25000000.0,USD,c,Accel Partners
Birchbox,2010,1400000.0,USD,seed,Accel Partners
Exclusively.in,2010,2800000.0,USD,a,Accel Partners
mig33,2010,8900000.0,USD,c,Accel Partners
Vox Media,2010,10500000.0,USD,c,Accel Partners
Yardsellr,2010,5000000.0,USD,a,Accel Partners
myThings,2010,6000000.0,USD,c,Accel Partners
Vostu,2010,30000000.0,USD,c,Accel Partners
Opower,2010,50000000.0,USD,unattributed,Accel Partners
BaubleBar,2010,1100000.0,USD,seed,Accel Partners
MoPub,2010,,,seed,Accel Partners
Cambridge Broadband Networks,2010,16500000.0,USD,unattributed,Accel Partners
Nimble Storage,2010,16000000.0,USD,c,Accel Partners
Bonobos,2010,18500000.0,USD,unattributed,Accel Partners
Lookout Inc.,2010,19500000.0,USD,c,Accel Partners
